Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Label,Stage
8.0,0,8.4615297318,7920.1284179688,1912.9487304688,7058.205078125,301.7948608398,534.4871826172,795.3845825195,8212.0517578125,6113.58984375,3124.7436523438,3400.2563476563,7064.1025390625,7009.615234375,1861.9230957031,7177.0512695313,7592.4360351563,v,articulators
8.0078125,0,6581.5385742188,1388.205078125,379.4871826172,2921.2819824219,3284.6154785156,594.7435913086,1923.9743652344,1770.7691650391,3362.6923828125,739.2307739258,4174.3588867188,971.6666870117,2233.0769042969,7792.6923828125,961.5384521484,6161.5385742188,v,articulators
8.015625,0,3622.1794433594,2748.9743652344,564.3589477539,2366.6667480469,6351.0258789063,5917.4360351563,5803.205078125,1317.8205566406,7962.3076171875,7400.0,758.8461303711,7722.3076171875,6469.615234375,3579.1025390625,7356.9228515625,7044.8715820313,v,articulators
8.0234375,0,1273.3333740234,2603.3332519531,7210.2563476563,5686.0258789063,4939.7436523438,2377.0512695313,2323.205078125,3777.1794433594,305.5128173828,7726.0258789063,6957.8203125,2890.0,6184.1025390625,8183.974609375,7940.8974609375,4283.7177734375,v,articulators
8.03125,0,620.7692260742,2754.4870605469,4827.5639648438,3527.9487304688,6708.4614257813,4172.9487304688,627.3076782227,1996.5384521484,8375.640625,966.9230957031,5376.1538085938,3011.5385742188,2725.7692871094,7841.794921875,5600.7690429688,5892.8203125,v,articulators
8.0390625,0,3630.6411132813,5392.1796875,6249.8715820313,6036.794921875,1087.4359130859,1488.7178955078,5035.6411132813,4907.1796875,2801.41015625,3500.3845214844,6046.794921875,7237.9487304688,3332.8205566406,5822.0512695313,4297.6923828125,5348.0771484375,v,articulators
8.046875,0,3701.5385742188,1690.0,5702.9487304688,2297.3076171875,5316.41015625,3271.794921875,7662.0512695313,3073.7180175781,3845.7692871094,1653.9743652344,2930.2563476563,6151.9228515625,4520.0,3056.0256347656,2110.6411132813,5329.8715820313,v,articulators
8.0546875,0,5137.0512695313,8141.0258789063,7600.1284179688,7727.3076171875,621.1538085938,7118.58984375,4505.384765625,7380.384765625,2368.4614257813,7923.3334960938,8011.0258789063,8103.4614257813,5391.0258789063,7712.0512695313,8100.7690429688,7076.2822265625,v,articulators
8.0625,0,1790.7691650391,5791.794921875,4817.9487304688,5926.5385742188,7949.7436523438,1432.0512695313,687.0512695313,6241.2822265625,7945.7690429688,3227.1794433594,149.8717803955,48.076915741,7271.1538085938,4774.615234375,7204.1025390625,367.6922912598,v,articulators
8.0703125,0,2861.2819824219,5935.5126953125,6886.1538085938,7490.2563476563,3407.4357910156,4017.9487304688,2806.2819824219,707.6923217773,3901.6667480469,3654.6154785156,7992.9487304688,1264.8718261719,2615.5126953125,4978.0771484375,738.0769042969,8022.4360351563,v,articulators
8.078125,0,3103.0769042969,3342.3076171875,1566.6666259766,6809.8715820313,7949.615234375,6392.8203125,2125.8974609375,2397.6923828125,3893.205078125,8328.974609375,6564.2309570313,7589.4873046875,5392.1796875,2064.1025390625,3434.8718261719,6361.6665039063,v,articulators
8.0859375,0,3056.41015625,5536.5385742188,1573.8461914063,1433.0769042969,7123.3334960938,879.4871826172,811.1538085938,3175.5129394531,6182.0512695313,4825.1284179688,7448.58984375,1073.205078125,31.0256328583,4271.0258789063,452.4358825684,2813.3332519531,v,articulators
8.09375,0,6188.3334960938,2621.6667480469,7770.1284179688,5703.3334960938,1364.2307128906,8245.8974609375,5983.0771484375,7784.615234375,1120.2563476563,1560.7691650391,5540.5126953125,7219.4873046875,5328.58984375,1557.1794433594,3460.0,8357.9482421875,v,articulators
8.1015625,0,378.5897216797,2655.6411132813,3705.7692871094,6398.205078125,2262.6923828125,7133.7177734375,5310.1284179688,2632.0512695313,160.3846130371,6903.4614257813,5893.58984375,2546.41015625,5863.205078125,5154.8715820313,4613.205078125,1799.3590087891,v,articulators
8.109375,0,2619.7436523438,3510.1281738281,1931.2821044922,3144.1025390625,4132.1796875,3657.9487304688,1421.4102783203,1056.6666259766,1661.9230957031,5836.2822265625,748.5897216797,1623.5897216797,3445.6411132813,1421.0256347656,4145.6411132813,3973.58984375,v,articulators
8.1171875,0,1353.3333740234,6765.8974609375,4067.4357910156,8080.1284179688,4556.5385742188,3516.0256347656,7531.0258789063,5678.8461914063,8178.7177734375,6038.7177734375,1946.0256347656,6909.2309570313,4012.5642089844,6286.5385742188,2699.8718261719,7666.41015625,v,articulators
8.125,0,6541.6665039063,6238.7177734375,6069.2309570313,5075.2563476563,6905.5126953125,7524.1025390625,6004.2309570313,6920.384765625,2080.8974609375,3980.5129394531,3911.794921875,6816.794921875,1195.8974609375,3865.0,2824.8718261719,8398.974609375,v,articulators
8.1328125,0,6443.3334960938,5860.384765625,7806.41015625,2274.1025390625,735.5128173828,3416.5385742188,3523.4614257813,1063.205078125,543.3333129883,4036.0256347656,3714.1025390625,5066.41015625,5941.9228515625,5493.7177734375,4598.4614257813,7167.5639648438,v,articulators
